## Tue Jul 25 22:27:11 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_fyacrk6v --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_fyacrk6v --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_fyacrk6v/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype CDS --translate --tax_scope 1129 --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
Synpcc7942_0917	1140.Synpcc7942_0917	9.75e-59	181.0	COG1135@1|root,COG1135@2|Bacteria,1GAKW@1117|Cyanobacteria,1H49P@1129|Synechococcus	1129|Synechococcus	P	NIL domain	-	-	-	-	-	-	-	-	-	-	-	-	NIL
Synpcc7942_0918	1140.Synpcc7942_0918	0.0	1270.0	COG1022@1|root,COG1022@2|Bacteria,1G1QY@1117|Cyanobacteria,1GZ6Z@1129|Synechococcus	1129|Synechococcus	I	COG1022 Long-chain acyl-CoA synthetases (AMP-forming)	fadD	-	6.2.1.3	ko:K01897	ko00061,ko00071,ko01100,ko01212,ko02024,ko03320,ko04146,ko04216,ko04714,ko04920,map00061,map00071,map01100,map01212,map02024,map03320,map04146,map04216,map04714,map04920	M00086	R01280	RC00004,RC00014	ko00000,ko00001,ko00002,ko01000,ko01004,ko04147	4.C.1.1	-	-	AMP-binding
Synpcc7942_0919	1140.Synpcc7942_0919	1.28e-80	241.0	2DI16@1|root,301P4@2|Bacteria,1G5UH@1117|Cyanobacteria,1H07P@1129|Synechococcus	1129|Synechococcus	S	YlqD protein	-	-	-	-	-	-	-	-	-	-	-	-	YlqD
Synpcc7942_0920	1140.Synpcc7942_0920	8.63e-49	155.0	2E3K8@1|root,32YIH@2|Bacteria,1G910@1117|Cyanobacteria,1H102@1129|Synechococcus	1129|Synechococcus	S	Photosystem I reaction center subunit PsaK	psaK	-	-	ko:K02698	ko00195,ko01100,map00195,map01100	-	-	-	ko00000,ko00001,ko00194	-	-	-	PSI_PSAK
Synpcc7942_0921	1140.Synpcc7942_0921	1.98e-68	206.0	2CJ3S@1|root,32S96@2|Bacteria,1G7NX@1117|Cyanobacteria,1H10A@1129|Synechococcus	1129|Synechococcus	S	Protein of unknown function (DUF3593)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3593
Synpcc7942_0922	1140.Synpcc7942_0922	1.49e-220	607.0	COG0008@1|root,COG0008@2|Bacteria,1GBWI@1117|Cyanobacteria,1GZBI@1129|Synechococcus	1129|Synechococcus	J	Catalyzes the tRNA-independent activation of glutamate in presence of ATP and the subsequent transfer of glutamate onto a tRNA(Asp). Glutamate is transferred on the 2-amino-5-(4,5- dihydroxy-2-cyclopenten-1-yl) moiety of the queuosine in the wobble position of the QUC anticodon	gluQ	-	6.1.1.17	ko:K01885,ko:K01894	ko00860,ko00970,ko01100,ko01110,ko01120,map00860,map00970,map01100,map01110,map01120	M00121,M00359,M00360	R05578	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko02048,ko03016	-	-	-	tRNA-synt_1c
Synpcc7942_0923	1140.Synpcc7942_0923	5.14e-212	585.0	COG0005@1|root,COG0005@2|Bacteria,1G1F3@1117|Cyanobacteria,1GYFS@1129|Synechococcus	1129|Synechococcus	F	Catalyzes the reversible phosphorylation of S-methyl-5'- thioadenosine (MTA) to adenine and 5-methylthioribose-1-phosphate. Involved in the breakdown of MTA, a major by-product of polyamine biosynthesis. Responsible for the first step in the methionine salvage pathway after MTA has been generated from S- adenosylmethionine. Has broad substrate specificity with 6- aminopurine nucleosides as preferred substrates	mtnP	-	2.4.2.28	ko:K00772	ko00270,ko01100,map00270,map01100	M00034	R01402	RC00063,RC02819	ko00000,ko00001,ko00002,ko01000	-	-	-	PNP_UDP_1
Synpcc7942_0924	1140.Synpcc7942_0924	0.0	1281.0	COG5002@1|root,COG5002@2|Bacteria,1FZWA@1117|Cyanobacteria,1GYZN@1129|Synechococcus	1129|Synechococcus	T	Histidine kinase	nblS	-	2.7.13.3	ko:K07769	ko02020,map02020	M00466	-	-	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022	-	-	-	HAMP,HATPase_c,HisKA,PAS,PAS_4
Synpcc7942_0925	1140.Synpcc7942_0925	4.58e-305	832.0	COG0151@1|root,COG0151@2|Bacteria,1G1SB@1117|Cyanobacteria,1GZ0M@1129|Synechococcus	1129|Synechococcus	F	Belongs to the GARS family	purD	-	6.3.4.13	ko:K01945	ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130	M00048	R04144	RC00090,RC00166	ko00000,ko00001,ko00002,ko01000	-	-	-	GARS_A,GARS_C,GARS_N
Synpcc7942_0926	1140.Synpcc7942_0926	7.98e-292	798.0	COG0457@1|root,COG0457@2|Bacteria,1G1K2@1117|Cyanobacteria,1H1TH@1129|Synechococcus	1129|Synechococcus	S	Tetratricopeptide repeat	-	-	-	-	-	-	-	-	-	-	-	-	TPR_12,TPR_7
Synpcc7942_0927	1140.Synpcc7942_0927	5.02e-169	472.0	COG0152@1|root,COG0152@2|Bacteria,1G1D9@1117|Cyanobacteria,1GYT6@1129|Synechococcus	1129|Synechococcus	F	Belongs to the SAICAR synthetase family	purC	-	6.3.2.6	ko:K01923	ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130	M00048	R04591	RC00064,RC00162	ko00000,ko00001,ko00002,ko01000	-	-	-	SAICAR_synt
Synpcc7942_0928	1140.Synpcc7942_0928	0.0	1362.0	COG4775@1|root,COG4775@2|Bacteria,1G389@1117|Cyanobacteria,1GYVJ@1129|Synechococcus	1129|Synechococcus	M	Outer membrane protein protective antigen OMA87	-	-	-	ko:K07277	-	-	-	-	ko00000,ko02000,ko03029	1.B.33	-	-	Bac_surface_Ag,POTRA,POTRA_2
Synpcc7942_0929	1140.Synpcc7942_0929	1.4e-201	558.0	COG0774@1|root,COG0774@2|Bacteria,1G01M@1117|Cyanobacteria,1GZEC@1129|Synechococcus	1129|Synechococcus	M	Catalyzes the hydrolysis of UDP-3-O-myristoyl-N- acetylglucosamine to form UDP-3-O-myristoylglucosamine and acetate, the committed step in lipid A biosynthesis	lpxC	-	3.5.1.108	ko:K02535	ko00540,ko01100,map00540,map01100	M00060	R04587	RC00166,RC00300	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	-	LpxC
Synpcc7942_0930	1140.Synpcc7942_0930	1.57e-107	310.0	COG0764@1|root,COG0764@2|Bacteria,1G50G@1117|Cyanobacteria,1H087@1129|Synechococcus	1129|Synechococcus	I	Involved in unsaturated fatty acids biosynthesis. Catalyzes the dehydration of short chain beta-hydroxyacyl-ACPs and long chain saturated and unsaturated beta-hydroxyacyl-ACPs	fabZ	-	4.2.1.59	ko:K02372	ko00061,ko00780,ko01100,ko01212,map00061,map00780,map01100,map01212	M00083,M00572	R04428,R04535,R04537,R04544,R04568,R04954,R04965,R07764,R10117,R10121	RC00831,RC01095	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	FabA
Synpcc7942_0931	1140.Synpcc7942_0931	2.21e-135	389.0	COG1043@1|root,COG1043@2|Bacteria,1G1V3@1117|Cyanobacteria,1GZ8B@1129|Synechococcus	1129|Synechococcus	M	Involved in the biosynthesis of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell	lpxA	-	2.3.1.129	ko:K00677	ko00540,ko01100,ko01503,map00540,map01100,map01503	M00060	R04567	RC00039,RC00055	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	-	Acetyltransf_11,Hexapep
Synpcc7942_0932	1140.Synpcc7942_0932	7.81e-282	771.0	COG0763@1|root,COG0763@2|Bacteria,1G0V6@1117|Cyanobacteria,1GYVI@1129|Synechococcus	1129|Synechococcus	M	Condensation of UDP-2,3-diacylglucosamine and 2,3- diacylglucosamine-1-phosphate to form lipid A disaccharide, a precursor of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell	lpxB	-	2.4.1.182	ko:K00748	ko00540,ko01100,map00540,map01100	M00060	R04606	RC00005,RC00059	ko00000,ko00001,ko00002,ko01000,ko01003,ko01005	-	GT19	-	LpxB
Synpcc7942_0933	1140.Synpcc7942_0933	3.07e-124	353.0	2C6V4@1|root,2ZV3X@2|Bacteria,1G61D@1117|Cyanobacteria,1H027@1129|Synechococcus	1129|Synechococcus	S	Conserved nitrate reductase-associated protein (Nitr_red_assoc)	-	-	-	-	-	-	-	-	-	-	-	-	Nitr_red_assoc
Synpcc7942_0934	1140.Synpcc7942_0934	1.44e-256	703.0	COG0547@1|root,COG0547@2|Bacteria,1G073@1117|Cyanobacteria,1GZ3Y@1129|Synechococcus	1129|Synechococcus	E	Anthranilate phosphoribosyltransferase	-	-	2.4.2.18	ko:K00766	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00023	R01073	RC00440	ko00000,ko00001,ko00002,ko01000	-	-	-	Glycos_trans_3N,Glycos_transf_3
Synpcc7942_0935	1140.Synpcc7942_0935	2.99e-173	484.0	COG0730@1|root,COG0730@2|Bacteria,1G0FY@1117|Cyanobacteria,1H07V@1129|Synechococcus	1129|Synechococcus	S	membrane transporter protein	-	-	-	ko:K07090	-	-	-	-	ko00000	-	-	-	TauE
Synpcc7942_0936	1140.Synpcc7942_0936	6.32e-122	348.0	COG0607@1|root,COG0607@2|Bacteria,1G56U@1117|Cyanobacteria,1H0R1@1129|Synechococcus	1129|Synechococcus	P	Protein of unknown function (DUF2892)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2892,Rhodanese
Synpcc7942_0937	1140.Synpcc7942_0937	1.06e-169	473.0	COG0491@1|root,COG0491@2|Bacteria,1G0CZ@1117|Cyanobacteria,1GZSG@1129|Synechococcus	1129|Synechococcus	P	COG0491 Zn-dependent hydrolases, including glyoxylases	-	-	-	-	-	-	-	-	-	-	-	-	Lactamase_B,Rhodanese
Synpcc7942_0938	1140.Synpcc7942_0938	1.07e-68	207.0	COG0640@1|root,COG0640@2|Bacteria,1G6V5@1117|Cyanobacteria,1H134@1129|Synechococcus	1129|Synechococcus	K	arsR family	-	-	-	-	-	-	-	-	-	-	-	-	HTH_5
Synpcc7942_0939	1140.Synpcc7942_0939	8.8e-149	418.0	COG0529@1|root,COG0529@2|Bacteria,1G21C@1117|Cyanobacteria,1GZWS@1129|Synechococcus	1129|Synechococcus	F	Catalyzes the synthesis of activated sulfate	cysC	-	2.7.1.25	ko:K00860	ko00230,ko00920,ko01100,ko01120,map00230,map00920,map01100,map01120	M00176	R00509,R04928	RC00002,RC00078	ko00000,ko00001,ko00002,ko01000	-	-	-	APS_kinase
Synpcc7942_0941	1140.Synpcc7942_0941	0.0	1073.0	COG0488@1|root,COG0488@2|Bacteria,1G14R@1117|Cyanobacteria,1GZ4U@1129|Synechococcus	1129|Synechococcus	S	COG0488 ATPase components of ABC transporters with duplicated ATPase domains	-	-	-	ko:K06158	-	-	-	-	ko00000,ko03012	-	-	-	ABC_tran,ABC_tran_Xtn
Synpcc7942_0942	1140.Synpcc7942_0942	0.0	1238.0	COG0465@1|root,COG0465@2|Bacteria,1G01N@1117|Cyanobacteria,1GYC6@1129|Synechococcus	1129|Synechococcus	O	Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins	ftsH1	-	-	ko:K03798	-	M00742	-	-	ko00000,ko00002,ko01000,ko01002,ko03110	-	-	-	AAA,FtsH_ext,Peptidase_M41
Synpcc7942_0943	1140.Synpcc7942_0943	9.19e-304	828.0	COG4992@1|root,COG4992@2|Bacteria,1G0KF@1117|Cyanobacteria,1GYE8@1129|Synechococcus	1129|Synechococcus	E	acetylornithine aminotransferase	argD	-	2.6.1.11,2.6.1.17	ko:K00821	ko00220,ko00300,ko01100,ko01110,ko01120,ko01130,ko01210,ko01230,map00220,map00300,map01100,map01110,map01120,map01130,map01210,map01230	M00016,M00028,M00845	R02283,R04475	RC00006,RC00062	ko00000,ko00001,ko00002,ko01000,ko01007	-	-	-	Aminotran_3
Synpcc7942_0944	1140.Synpcc7942_0944	8.34e-295	805.0	COG0285@1|root,COG0285@2|Bacteria,1G04F@1117|Cyanobacteria,1GYC0@1129|Synechococcus	1129|Synechococcus	H	Belongs to the folylpolyglutamate synthase family	folC	-	6.3.2.12,6.3.2.17	ko:K11754	ko00790,ko01100,map00790,map01100	M00126,M00841	R00942,R02237,R04241	RC00064,RC00090,RC00162	ko00000,ko00001,ko00002,ko01000	-	-	-	Mur_ligase_C,Mur_ligase_M
Synpcc7942_0945	269084.syc0597_d	4.29e-242	664.0	COG0535@1|root,COG0535@2|Bacteria,1G18X@1117|Cyanobacteria,1GZR3@1129|Synechococcus	1129|Synechococcus	S	L-Asparaginase II	-	-	-	-	-	-	-	-	-	-	-	-	DUF3641,Fer4_12,Radical_SAM
Synpcc7942_0946	1140.Synpcc7942_0946	0.0	996.0	COG1231@1|root,COG1231@2|Bacteria,1G7WJ@1117|Cyanobacteria,1H267@1129|Synechococcus	1129|Synechococcus	E	Pyridine nucleotide-disulphide oxidoreductase	-	-	1.4.3.25	ko:K21639	-	-	-	-	ko00000,ko01000	-	-	-	Amino_oxidase
Synpcc7942_0947	1140.Synpcc7942_0947	5.65e-255	699.0	COG3842@1|root,COG3842@2|Bacteria,1G0FR@1117|Cyanobacteria,1GYET@1129|Synechococcus	1129|Synechococcus	P	Belongs to the ABC transporter superfamily	-	-	-	ko:K10111,ko:K10112	ko02010,map02010	M00194,M00196,M00197,M00200,M00201,M00204,M00206,M00207,M00491,M00602,M00605,M00606	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.1	-	-	ABC_tran,TOBE_2
Synpcc7942_0948	1140.Synpcc7942_0948	5.82e-185	515.0	COG0395@1|root,COG0395@2|Bacteria,1G0CF@1117|Cyanobacteria,1GYVQ@1129|Synechococcus	1129|Synechococcus	P	ABC-type sugar transport system, permease component	ugpE	-	-	ko:K02026	-	M00207	-	-	ko00000,ko00002,ko02000	3.A.1.1	-	-	BPD_transp_1
Synpcc7942_0949	1140.Synpcc7942_0949	4.42e-218	600.0	COG1175@1|root,COG1175@2|Bacteria,1G0YN@1117|Cyanobacteria,1GZIT@1129|Synechococcus	1129|Synechococcus	P	COG1175 ABC-type sugar transport systems, permease components	ugpA	-	-	ko:K02025	-	M00207	-	-	ko00000,ko00002,ko02000	3.A.1.1	-	-	BPD_transp_1
Synpcc7942_0950	1140.Synpcc7942_0950	1.04e-315	860.0	COG1653@1|root,COG1653@2|Bacteria,1G0AA@1117|Cyanobacteria,1GZKQ@1129|Synechococcus	1129|Synechococcus	G	ABC-type sugar transport system, periplasmic component	ugpB	-	-	ko:K02027	-	M00207	-	-	ko00000,ko00002,ko02000	3.A.1.1	-	-	SBP_bac_1,SBP_bac_8
Synpcc7942_0951	1140.Synpcc7942_0951	4.31e-195	541.0	COG0157@1|root,COG0157@2|Bacteria,1G0FE@1117|Cyanobacteria,1GYFM@1129|Synechococcus	1129|Synechococcus	H	Belongs to the NadC ModD family	nadC	-	2.4.2.19	ko:K00767	ko00760,ko01100,map00760,map01100	M00115	R03348	RC02877	ko00000,ko00001,ko00002,ko01000	-	-	-	QRPTase_C,QRPTase_N
Synpcc7942_0952	1140.Synpcc7942_0952	2.08e-197	546.0	COG2887@1|root,COG2887@2|Bacteria,1G45G@1117|Cyanobacteria,1H0M1@1129|Synechococcus	1129|Synechococcus	L	Domain of unknown function DUF83	-	-	-	ko:K07465	-	-	-	-	ko00000	-	-	-	PDDEXK_1
Synpcc7942_0953	1140.Synpcc7942_0953	5.27e-110	316.0	COG2947@1|root,COG2947@2|Bacteria,1G5R2@1117|Cyanobacteria,1H08Y@1129|Synechococcus	1129|Synechococcus	S	EVE domain	-	-	-	-	-	-	-	-	-	-	-	-	EVE
Synpcc7942_0954	1140.Synpcc7942_0954	6.21e-242	665.0	COG0354@1|root,COG0354@2|Bacteria,1G0RW@1117|Cyanobacteria,1H09T@1129|Synechococcus	1129|Synechococcus	S	Belongs to the GcvT family	-	-	-	ko:K06980	-	-	-	-	ko00000,ko03016	-	-	-	GCV_T,GCV_T_C
Synpcc7942_0955	1140.Synpcc7942_0955	1.71e-126	359.0	2DIT0@1|root,32UBP@2|Bacteria,1G7P7@1117|Cyanobacteria,1H1YQ@1129|Synechococcus	1129|Synechococcus	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Synpcc7942_0956	1140.Synpcc7942_0956	1.18e-255	703.0	COG0523@1|root,COG0523@2|Bacteria,1G0Q9@1117|Cyanobacteria,1GYDT@1129|Synechococcus	1129|Synechococcus	S	G3E family	-	-	-	-	-	-	-	-	-	-	-	-	CobW_C,cobW
Synpcc7942_0957	1140.Synpcc7942_0957	3.17e-150	422.0	COG2109@1|root,COG2109@2|Bacteria,1FZZH@1117|Cyanobacteria,1GYK6@1129|Synechococcus	1129|Synechococcus	H	ATP corrinoid adenosyltransferase	cobO	-	2.5.1.17	ko:K19221	ko00860,ko01100,map00860,map01100	M00122	R01492,R05220,R07268	RC00533	ko00000,ko00001,ko00002,ko01000	-	-	-	Co_AT_N,CobA_CobO_BtuR
Synpcc7942_0958	1140.Synpcc7942_0958	1.7e-142	402.0	COG0299@1|root,COG0299@2|Bacteria,1G11D@1117|Cyanobacteria,1H07E@1129|Synechococcus	1129|Synechococcus	F	Catalyzes the transfer of a formyl group from 10- formyltetrahydrofolate to 5-phospho-ribosyl-glycinamide (GAR), producing 5-phospho-ribosyl-N-formylglycinamide (FGAR) and tetrahydrofolate	purN	-	2.1.2.2	ko:K11175	ko00230,ko00670,ko01100,ko01110,ko01130,map00230,map00670,map01100,map01110,map01130	M00048	R04325,R04326	RC00026,RC00197,RC01128	ko00000,ko00001,ko00002,ko01000	-	-	-	Formyl_trans_N
Synpcc7942_0959	1140.Synpcc7942_0959	9.27e-248	680.0	COG0536@1|root,COG0536@2|Bacteria,1G019@1117|Cyanobacteria,1GZTN@1129|Synechococcus	1129|Synechococcus	S	An essential GTPase which binds GTP, GDP and possibly (p)ppGpp with moderate affinity, with high nucleotide exchange rates and a fairly low GTP hydrolysis rate. Plays a role in control of the cell cycle, stress response, ribosome biogenesis and in those bacteria that undergo differentiation, in morphogenesis control	obg	-	-	ko:K03979	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	GTP1_OBG,MMR_HSR1
Synpcc7942_0960	269084.syc0582_c	1.32e-300	820.0	COG3839@1|root,COG3839@2|Bacteria,1GPWV@1117|Cyanobacteria,1H4BK@1129|Synechococcus	1129|Synechococcus	P	Belongs to the ABC transporter superfamily	-	-	-	ko:K10112	ko02010,map02010	M00194,M00196,M00197,M00200,M00201,M00206,M00207,M00491,M00602,M00605,M00606	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.1	-	-	ABC_tran,TOBE_2
Synpcc7942_0961	1140.Synpcc7942_0961	1.94e-246	676.0	COG1316@1|root,COG1316@2|Bacteria,1G12M@1117|Cyanobacteria,1GZB5@1129|Synechococcus	1129|Synechococcus	K	transcriptional	-	-	-	-	-	-	-	-	-	-	-	-	LytR_cpsA_psr
Synpcc7942_0962	1140.Synpcc7942_0962	0.0	904.0	COG0144@1|root,COG0781@1|root,COG0144@2|Bacteria,COG0781@2|Bacteria,1G1K0@1117|Cyanobacteria,1GYZM@1129|Synechococcus	1129|Synechococcus	J	Specifically methylates the cytosine at position 967 (m5C967) of 16S rRNA	sun	-	2.1.1.176	ko:K03500	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	Methyltr_RsmB-F,NusB
Synpcc7942_0963	1140.Synpcc7942_0963	1.45e-89	262.0	COG3695@1|root,COG3695@2|Bacteria,1G82G@1117|Cyanobacteria,1H0S1@1129|Synechococcus	1129|Synechococcus	L	methylated DNA-protein cysteine methyltransferase	-	-	-	ko:K07443	-	-	-	-	ko00000	-	-	-	DNA_binding_1
Synpcc7942_0965	1140.Synpcc7942_0965	1.09e-223	617.0	COG1218@1|root,COG1218@2|Bacteria,1G0JZ@1117|Cyanobacteria,1GZX3@1129|Synechococcus	1129|Synechococcus	P	3'-Phosphoadenosine 5'-phosphosulfate (PAPS) 3'-phosphatase	-	-	3.1.3.7	ko:K01082	ko00920,ko01100,ko01120,ko01130,map00920,map01100,map01120,map01130	-	R00188,R00508	RC00078	ko00000,ko00001,ko01000,ko03016	-	-	-	Inositol_P
Synpcc7942_0966	1140.Synpcc7942_0966	1.53e-138	391.0	28NHC@1|root,2ZBJ7@2|Bacteria,1G532@1117|Cyanobacteria,1H19H@1129|Synechococcus	1129|Synechococcus	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Synpcc7942_0967	1140.Synpcc7942_0967	3.96e-226	623.0	COG0181@1|root,COG0181@2|Bacteria,1G213@1117|Cyanobacteria,1GZE2@1129|Synechococcus	1129|Synechococcus	H	Tetrapolymerization of the monopyrrole PBG into the hydroxymethylbilane pre-uroporphyrinogen in several discrete steps	hemC	-	2.5.1.61	ko:K01749	ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120	M00121	R00084	RC02317	ko00000,ko00001,ko00002,ko01000	-	-	-	Porphobil_deam,Porphobil_deamC
Synpcc7942_0969	1140.Synpcc7942_0969	8.14e-201	555.0	COG0412@1|root,COG0412@2|Bacteria,1FZX6@1117|Cyanobacteria,1H3WH@1129|Synechococcus	1129|Synechococcus	Q	Dienelactone hydrolase family	-	-	3.1.1.45	ko:K01061	ko00361,ko00364,ko00623,ko01100,ko01110,ko01120,ko01130,map00361,map00364,map00623,map01100,map01110,map01120,map01130	-	R03893,R05510,R05511,R06835,R06838,R08120,R08121,R09136,R09220,R09222	RC01018,RC01906,RC01907,RC02441,RC02467,RC02468,RC02674,RC02675,RC02686	ko00000,ko00001,ko01000	-	-	-	DLH
Synpcc7942_0970	1140.Synpcc7942_0970	0.0	1041.0	COG1233@1|root,COG1233@2|Bacteria,1G086@1117|Cyanobacteria,1GZAS@1129|Synechococcus	1129|Synechococcus	Q	COG1233 Phytoene dehydrogenase and related proteins	-	-	-	-	-	-	-	-	-	-	-	-	Amino_oxidase,NAD_binding_8
Synpcc7942_0971	1140.Synpcc7942_0971	0.0	905.0	COG3330@1|root,COG3330@2|Bacteria,1G01Q@1117|Cyanobacteria,1GZKU@1129|Synechococcus	1129|Synechococcus	S	Rho termination factor	-	-	-	ko:K09942	-	-	-	-	ko00000	-	-	-	DUF4912,Rho_N
Synpcc7942_0972	1140.Synpcc7942_0972	2.12e-84	249.0	COG0251@1|root,COG0251@2|Bacteria,1G6TD@1117|Cyanobacteria,1H0H6@1129|Synechococcus	1129|Synechococcus	J	endoribonuclease L-PSP	-	-	3.5.99.10	ko:K09022	-	-	R11098,R11099	RC03275,RC03354	ko00000,ko01000	-	-	-	Ribonuc_L-PSP
Synpcc7942_0973	269084.syc0570_d	4.26e-280	768.0	COG1004@1|root,COG1004@2|Bacteria,1G1GI@1117|Cyanobacteria,1GYHC@1129|Synechococcus	1129|Synechococcus	C	Belongs to the UDP-glucose GDP-mannose dehydrogenase family	ugd	-	1.1.1.22	ko:K00012	ko00040,ko00053,ko00520,ko01100,map00040,map00053,map00520,map01100	M00014,M00129,M00361,M00362	R00286	RC00291	ko00000,ko00001,ko00002,ko01000	-	-	-	UDPG_MGDP_dh,UDPG_MGDP_dh_C,UDPG_MGDP_dh_N
Synpcc7942_0975	1140.Synpcc7942_0975	2.53e-210	581.0	COG0275@1|root,COG0275@2|Bacteria,1G0AR@1117|Cyanobacteria,1GYGA@1129|Synechococcus	1129|Synechococcus	J	Specifically methylates the N4 position of cytidine in position 1402 (C1402) of 16S rRNA	rsmH	-	2.1.1.199	ko:K03438	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	Methyltransf_5
Synpcc7942_0976	1140.Synpcc7942_0976	0.0	1796.0	COG0517@1|root,COG0617@1|root,COG0618@1|root,COG0517@2|Bacteria,COG0617@2|Bacteria,COG0618@2|Bacteria,1FZVS@1117|Cyanobacteria,1GZKB@1129|Synechococcus	1129|Synechococcus	J	Belongs to the tRNA nucleotidyltransferase poly(A) polymerase family	-	-	2.7.7.19,2.7.7.72	ko:K00970,ko:K00974	ko03013,ko03018,map03013,map03018	-	R09382,R09383,R09384,R09386	RC00078	ko00000,ko00001,ko01000,ko03016,ko03019	-	-	-	CBS,DHH,PolyA_pol,PolyA_pol_RNAbd
Synpcc7942_0977	1140.Synpcc7942_0977	1.48e-248	681.0	COG0572@1|root,COG0572@2|Bacteria,1G0G9@1117|Cyanobacteria,1H4BM@1129|Synechococcus	1129|Synechococcus	G	Phosphoribulokinase	prk	-	2.7.1.19	ko:K00855	ko00710,ko01100,ko01120,ko01200,map00710,map01100,map01120,map01200	M00165,M00166	R01523	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	PRK
Synpcc7942_0978	1140.Synpcc7942_0978	3.03e-297	810.0	COG0369@1|root,COG0369@2|Bacteria,1FZZF@1117|Cyanobacteria,1GZ1M@1129|Synechococcus	1129|Synechococcus	C	Ferredoxin--NADP reductase	petH	GO:0005575,GO:0005622,GO:0005623,GO:0009579,GO:0016020,GO:0034357,GO:0042651,GO:0044424,GO:0044436,GO:0044464	1.18.1.2	ko:K02641	ko00195,ko01100,map00195,map01100	-	-	-	ko00000,ko00001,ko00194,ko01000	-	-	-	CpcD,FAD_binding_6,NAD_binding_1
Synpcc7942_0979	1140.Synpcc7942_0979	1.66e-126	358.0	COG2318@1|root,COG2318@2|Bacteria,1G5EJ@1117|Cyanobacteria,1H34T@1129|Synechococcus	1129|Synechococcus	S	DinB family	-	-	-	-	-	-	-	-	-	-	-	-	DinB
Synpcc7942_0980	1140.Synpcc7942_0980	6.11e-135	383.0	COG1280@1|root,COG1280@2|Bacteria,1G3GE@1117|Cyanobacteria,1H1FC@1129|Synechococcus	1129|Synechococcus	E	LysE type translocator	-	-	-	-	-	-	-	-	-	-	-	-	LysE
Synpcc7942_0981	1140.Synpcc7942_0981	0.0	1122.0	COG0433@1|root,COG0433@2|Bacteria,1G19S@1117|Cyanobacteria,1H00F@1129|Synechococcus	1129|Synechococcus	S	Domain of unknown function DUF87	-	-	-	ko:K06915	-	-	-	-	ko00000	-	-	-	DUF87
Synpcc7942_0982	1140.Synpcc7942_0982	2.84e-143	404.0	COG2867@1|root,COG2867@2|Bacteria,1G77Q@1117|Cyanobacteria,1H0A0@1129|Synechococcus	1129|Synechococcus	I	Polyketide cyclase / dehydrase and lipid transport	-	-	-	-	-	-	-	-	-	-	-	-	Polyketide_cyc
Synpcc7942_0983	1140.Synpcc7942_0983	1.56e-161	452.0	COG0274@1|root,COG0274@2|Bacteria,1G28V@1117|Cyanobacteria,1H0AI@1129|Synechococcus	1129|Synechococcus	F	Catalyzes a reversible aldol reaction between acetaldehyde and D-glyceraldehyde 3-phosphate to generate 2-deoxy- D-ribose 5-phosphate	deoC	-	4.1.2.4	ko:K01619	ko00030,map00030	-	R01066	RC00436,RC00437	ko00000,ko00001,ko01000	-	-	-	DeoC
